position_id,exit_leg_id,setup,side,entry_ts,exit_ts,entry_price,exit_price,size,reason,gross_pnl,fees,net_pnl,day
VAL_REJECTION_LONG-1710470700000,VAL_REJECTION_LONG-1710470700000-L1,VAL_REJECTION_LONG,LONG,1710471000000,1710471300000,69426.942,68758.11707207143,1.13301877854533,STOP,-757.7912029022928,78.28313342152632,-836.0743363238191,2024-03-15
VAL_REJECTION_LONG-1710612600000,VAL_REJECTION_LONG-1710612600000-L1,VAL_REJECTION_LONG,LONG,1710612900000,1710623700000,67125.41187,66659.7706503356,1.6204153377395676,STOP,-754.5321742279434,108.39378085911966,-862.9259550870631,2024-03-16
VAL_REJECTION_LONG-1710809700000,VAL_REJECTION_LONG-1710809700000-L1,VAL_REJECTION_LONG,LONG,1710810000000,1710810300000,67153.61468999999,66872.73525033574,2.688841575881533,STOP,-755.2403151795384,180.1878109916111,-935.4281261711494,2024-03-19
VAL_REJECTION_LONG-1710897000000,VAL_REJECTION_LONG-1710897000000-L1,VAL_REJECTION_LONG,LONG,1710897300000,1710897600000,62761.57553,62483.68243542857,2.6882298677858274,STOP,-747.0405168783524,168.34402163060292,-915.3845385089553,2024-03-20
VAL_REJECTION_LONG-1711079400000,VAL_REJECTION_LONG-1711079400000-L1,VAL_REJECTION_LONG,LONG,1711079700000,1711080300000,66042.6036,65869.79106033017,4.351793233119861,STOP,-752.0444407334263,287.0277332237307,-1039.072173957157,2024-03-22
VAL_REJECTION_LONG-1711249800000,VAL_REJECTION_LONG-1711249800000-L1,VAL_REJECTION_LONG,LONG,1711250100000,1711254300000,64026.402,63913.2948303201,4.470551767220273,STOP,-505.65145729778015,285.98051888120676,-791.6319761789869,2024-03-24
VAL_REJECTION_LONG-1711593900000,VAL_REJECTION_LONG-1711593900000-L1,VAL_REJECTION_LONG,LONG,1711594200000,1711606200000,69158.71518,69993.0,1.125107389929348,T1_POC,938.6600162878767,78.28031153518091,860.3797047526958,2024-03-28
VAL_REJECTION_LONG-1711593900000,VAL_REJECTION_LONG-1711593900000-L2,VAL_REJECTION_LONG,LONG,1711594200000,1711614900000,69158.71518,70721.22717,1.125107389929348,T2_OPPOSITE_VA,1757.9937868022105,78.68997842043807,1679.3038083817723,2024-03-28
VAL_REJECTION_LONG-1711593900000,VAL_REJECTION_LONG-1711593900000-L3,VAL_REJECTION_LONG,LONG,1711594200000,1711615800000,69158.71518,70727.70561889782,0.5625536949646741,STOP,882.641368766213,39.3468114479016,843.2945573183114,2024-03-28
